"t2dm","censor","targetCohortId","targetDrugName","targetCohortName","targetExcludedCovariateConceptIds","comparatorCohortId","comparatorDrugName","comparatorCohortName","comparatorExcludedCovariateConceptIds","excludedCovariateConceptIds","outcomeCohortId","outcomeCohortName","timeAtRisk"
"NARROW",90,14,"SGLT2i","SGLT2i-NARROW-90","45774751;44785829;43526465",34,"GLP-1a","GLP-1a-NARROW-90","1583722;45774435;44506754;40170911;44816332","45774751;44785829;43526465;1583722;45774435;44506754;40170911;44816332",200,"DKA (IP & ER)","Per Protocol"
"NARROW",90,14,"SGLT2i","SGLT2i-NARROW-90","45774751;44785829;43526465",74,"Metformin","Metformin-NARROW-90","1503297","45774751;44785829;43526465;1503297",200,"DKA (IP & ER)","Per Protocol"
"NARROW",90,14,"SGLT2i","SGLT2i-NARROW-90","45774751;44785829;43526465",44,"SU","SU-NARROW-90","1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796","45774751;44785829;43526465;1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796",200,"DKA (IP & ER)","Per Protocol"
"NARROW",90,14,"SGLT2i","SGLT2i-NARROW-90","45774751;44785829;43526465",84,"Insulinotropic AHAs","Insulinotropic AHAs-NARROW-90","1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796","45774751;44785829;43526465;1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796",200,"DKA (IP & ER)","Per Protocol"
"NARROW",90,14,"SGLT2i","SGLT2i-NARROW-90","45774751;44785829;43526465",54,"TZDs","TZDs-NARROW-90","1515249;1525215;1547504","45774751;44785829;43526465;1515249;1525215;1547504",200,"DKA (IP & ER)","Per Protocol"
"BROAD",90,111,"Dapagliflozin","Dapagliflozin-BROAD-90","44785829",21,"DPP-4i","DPP-4i-BROAD-90","1580747;19122137;40239216;43013884;40166035","44785829;1580747;19122137;40239216;43013884;40166035",201,"DKA (IP)","Per Protocol"
"BROAD",90,111,"Dapagliflozin","Dapagliflozin-BROAD-90","44785829",61,"Insulin","Insulin-BROAD-90","1502905;1516976;35602717;1550023;1567198;1544838;1596977","44785829;1502905;1516976;35602717;1550023;1567198;1544838;1596977",201,"DKA (IP)","Per Protocol"
"BROAD",90,111,"Dapagliflozin","Dapagliflozin-BROAD-90","44785829",31,"GLP-1a","GLP-1a-BROAD-90","1583722;45774435;44506754;40170911;44816332","44785829;1583722;45774435;44506754;40170911;44816332",201,"DKA (IP)","Per Protocol"
"BROAD",90,111,"Dapagliflozin","Dapagliflozin-BROAD-90","44785829",71,"Metformin","Metformin-BROAD-90","1503297","44785829;1503297",201,"DKA (IP)","Per Protocol"
"BROAD",90,111,"Dapagliflozin","Dapagliflozin-BROAD-90","44785829",41,"SU","SU-BROAD-90","1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796","44785829;1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796",201,"DKA (IP)","Per Protocol"
"BROAD",90,111,"Dapagliflozin","Dapagliflozin-BROAD-90","44785829",81,"Insulinotropic AHAs","Insulinotropic AHAs-BROAD-90","1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796","44785829;1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796",201,"DKA (IP)","Per Protocol"
"BROAD",90,111,"Dapagliflozin","Dapagliflozin-BROAD-90","44785829",51,"TZDs","TZDs-BROAD-90","1515249;1525215;1547504","44785829;1515249;1525215;1547504",201,"DKA (IP)","Per Protocol"
"BROAD",90,111,"Dapagliflozin","Dapagliflozin-BROAD-90","44785829",91,"Other AHAs","Other AHAs-BROAD-90","1529331;1502826;1510202;1516766","44785829;1529331;1502826;1510202;1516766",201,"DKA (IP)","Per Protocol"
"BROAD",90,121,"Empagliflozin","Empagliflozin-BROAD-90","45774751",21,"DPP-4i","DPP-4i-BROAD-90","1580747;19122137;40239216;43013884;40166035","45774751;1580747;19122137;40239216;43013884;40166035",201,"DKA (IP)","Per Protocol"
"BROAD",90,121,"Empagliflozin","Empagliflozin-BROAD-90","45774751",61,"Insulin","Insulin-BROAD-90","1502905;1516976;35602717;1550023;1567198;1544838;1596977","45774751;1502905;1516976;35602717;1550023;1567198;1544838;1596977",201,"DKA (IP)","Per Protocol"
"BROAD",90,121,"Empagliflozin","Empagliflozin-BROAD-90","45774751",31,"GLP-1a","GLP-1a-BROAD-90","1583722;45774435;44506754;40170911;44816332","45774751;1583722;45774435;44506754;40170911;44816332",201,"DKA (IP)","Per Protocol"
"BROAD",90,121,"Empagliflozin","Empagliflozin-BROAD-90","45774751",71,"Metformin","Metformin-BROAD-90","1503297","45774751;1503297",201,"DKA (IP)","Per Protocol"
"BROAD",90,121,"Empagliflozin","Empagliflozin-BROAD-90","45774751",41,"SU","SU-BROAD-90","1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796","45774751;1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796",201,"DKA (IP)","Per Protocol"
"BROAD",90,121,"Empagliflozin","Empagliflozin-BROAD-90","45774751",81,"Insulinotropic AHAs","Insulinotropic AHAs-BROAD-90","1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796","45774751;1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796",201,"DKA (IP)","Per Protocol"
"BROAD",90,121,"Empagliflozin","Empagliflozin-BROAD-90","45774751",51,"TZDs","TZDs-BROAD-90","1515249;1525215;1547504","45774751;1515249;1525215;1547504",201,"DKA (IP)","Per Protocol"
"BROAD",90,121,"Empagliflozin","Empagliflozin-BROAD-90","45774751",91,"Other AHAs","Other AHAs-BROAD-90","1529331;1502826;1510202;1516766","45774751;1529331;1502826;1510202;1516766",201,"DKA (IP)","Per Protocol"
"BROAD",90,101,"Canagliflozin","Canagliflozin-BROAD-90","43526465",21,"DPP-4i","DPP-4i-BROAD-90","1580747;19122137;40239216;43013884;40166035","43526465;1580747;19122137;40239216;43013884;40166035",201,"DKA (IP)","Per Protocol"
"BROAD",90,101,"Canagliflozin","Canagliflozin-BROAD-90","43526465",61,"Insulin","Insulin-BROAD-90","1502905;1516976;35602717;1550023;1567198;1544838;1596977","43526465;1502905;1516976;35602717;1550023;1567198;1544838;1596977",201,"DKA (IP)","Per Protocol"
"BROAD",90,101,"Canagliflozin","Canagliflozin-BROAD-90","43526465",31,"GLP-1a","GLP-1a-BROAD-90","1583722;45774435;44506754;40170911;44816332","43526465;1583722;45774435;44506754;40170911;44816332",201,"DKA (IP)","Per Protocol"
"BROAD",90,101,"Canagliflozin","Canagliflozin-BROAD-90","43526465",71,"Metformin","Metformin-BROAD-90","1503297","43526465;1503297",201,"DKA (IP)","Per Protocol"
"BROAD",90,101,"Canagliflozin","Canagliflozin-BROAD-90","43526465",41,"SU","SU-BROAD-90","1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796","43526465;1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796",201,"DKA (IP)","Per Protocol"
"BROAD",90,101,"Canagliflozin","Canagliflozin-BROAD-90","43526465",81,"Insulinotropic AHAs","Insulinotropic AHAs-BROAD-90","1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796","43526465;1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796",201,"DKA (IP)","Per Protocol"
"BROAD",90,101,"Canagliflozin","Canagliflozin-BROAD-90","43526465",51,"TZDs","TZDs-BROAD-90","1515249;1525215;1547504","43526465;1515249;1525215;1547504",201,"DKA (IP)","Per Protocol"
"BROAD",90,101,"Canagliflozin","Canagliflozin-BROAD-90","43526465",91,"Other AHAs","Other AHAs-BROAD-90","1529331;1502826;1510202;1516766","43526465;1529331;1502826;1510202;1516766",201,"DKA (IP)","Per Protocol"
"BROAD",90,11,"SGLT2i","SGLT2i-BROAD-90","45774751;44785829;43526465",21,"DPP-4i","DPP-4i-BROAD-90","1580747;19122137;40239216;43013884;40166035","45774751;44785829;43526465;1580747;19122137;40239216;43013884;40166035",201,"DKA (IP)","Per Protocol"
"BROAD",90,11,"SGLT2i","SGLT2i-BROAD-90","45774751;44785829;43526465",61,"Insulin","Insulin-BROAD-90","1502905;1516976;35602717;1550023;1567198;1544838;1596977","45774751;44785829;43526465;1502905;1516976;35602717;1550023;1567198;1544838;1596977",201,"DKA (IP)","Per Protocol"
"BROAD",90,11,"SGLT2i","SGLT2i-BROAD-90","45774751;44785829;43526465",31,"GLP-1a","GLP-1a-BROAD-90","1583722;45774435;44506754;40170911;44816332","45774751;44785829;43526465;1583722;45774435;44506754;40170911;44816332",201,"DKA (IP)","Per Protocol"
"BROAD",90,11,"SGLT2i","SGLT2i-BROAD-90","45774751;44785829;43526465",71,"Metformin","Metformin-BROAD-90","1503297","45774751;44785829;43526465;1503297",201,"DKA (IP)","Per Protocol"
"BROAD",90,11,"SGLT2i","SGLT2i-BROAD-90","45774751;44785829;43526465",41,"SU","SU-BROAD-90","1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796","45774751;44785829;43526465;1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796",201,"DKA (IP)","Per Protocol"
"BROAD",90,11,"SGLT2i","SGLT2i-BROAD-90","45774751;44785829;43526465",81,"Insulinotropic AHAs","Insulinotropic AHAs-BROAD-90","1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796","45774751;44785829;43526465;1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796",201,"DKA (IP)","Per Protocol"
"BROAD",90,11,"SGLT2i","SGLT2i-BROAD-90","45774751;44785829;43526465",51,"TZDs","TZDs-BROAD-90","1515249;1525215;1547504","45774751;44785829;43526465;1515249;1525215;1547504",201,"DKA (IP)","Per Protocol"
"NARROW",90,114,"Dapagliflozin","Dapagliflozin-NARROW-90","44785829",94,"Other AHAs","Other AHAs-NARROW-90","1529331;1502826;1510202;1516766","44785829;1529331;1502826;1510202;1516766",201,"DKA (IP)","Per Protocol"
"NARROW",90,114,"Dapagliflozin","Dapagliflozin-NARROW-90","44785829",24,"DPP-4i","DPP-4i-NARROW-90","1580747;19122137;40239216;43013884;40166035","44785829;1580747;19122137;40239216;43013884;40166035",201,"DKA (IP)","Per Protocol"
"NARROW",90,114,"Dapagliflozin","Dapagliflozin-NARROW-90","44785829",64,"Insulin","Insulin-NARROW-90","1502905;1516976;35602717;1550023;1567198;1544838;1596977","44785829;1502905;1516976;35602717;1550023;1567198;1544838;1596977",201,"DKA (IP)","Per Protocol"
"NARROW",90,114,"Dapagliflozin","Dapagliflozin-NARROW-90","44785829",34,"GLP-1a","GLP-1a-NARROW-90","1583722;45774435;44506754;40170911;44816332","44785829;1583722;45774435;44506754;40170911;44816332",201,"DKA (IP)","Per Protocol"
"NARROW",90,114,"Dapagliflozin","Dapagliflozin-NARROW-90","44785829",74,"Metformin","Metformin-NARROW-90","1503297","44785829;1503297",201,"DKA (IP)","Per Protocol"
"NARROW",90,114,"Dapagliflozin","Dapagliflozin-NARROW-90","44785829",44,"SU","SU-NARROW-90","1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796","44785829;1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796",201,"DKA (IP)","Per Protocol"
"NARROW",90,114,"Dapagliflozin","Dapagliflozin-NARROW-90","44785829",84,"Insulinotropic AHAs","Insulinotropic AHAs-NARROW-90","1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796","44785829;1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796",201,"DKA (IP)","Per Protocol"
"NARROW",90,114,"Dapagliflozin","Dapagliflozin-NARROW-90","44785829",54,"TZDs","TZDs-NARROW-90","1515249;1525215;1547504","44785829;1515249;1525215;1547504",201,"DKA (IP)","Per Protocol"
"NARROW",90,104,"Canagliflozin","Canagliflozin-NARROW-90","43526465",94,"Other AHAs","Other AHAs-NARROW-90","1529331;1502826;1510202;1516766","43526465;1529331;1502826;1510202;1516766",201,"DKA (IP)","Per Protocol"
"NARROW",90,104,"Canagliflozin","Canagliflozin-NARROW-90","43526465",24,"DPP-4i","DPP-4i-NARROW-90","1580747;19122137;40239216;43013884;40166035","43526465;1580747;19122137;40239216;43013884;40166035",201,"DKA (IP)","Per Protocol"
"NARROW",90,104,"Canagliflozin","Canagliflozin-NARROW-90","43526465",64,"Insulin","Insulin-NARROW-90","1502905;1516976;35602717;1550023;1567198;1544838;1596977","43526465;1502905;1516976;35602717;1550023;1567198;1544838;1596977",201,"DKA (IP)","Per Protocol"
"NARROW",90,104,"Canagliflozin","Canagliflozin-NARROW-90","43526465",34,"GLP-1a","GLP-1a-NARROW-90","1583722;45774435;44506754;40170911;44816332","43526465;1583722;45774435;44506754;40170911;44816332",201,"DKA (IP)","Per Protocol"
"NARROW",90,104,"Canagliflozin","Canagliflozin-NARROW-90","43526465",74,"Metformin","Metformin-NARROW-90","1503297","43526465;1503297",201,"DKA (IP)","Per Protocol"
"NARROW",90,104,"Canagliflozin","Canagliflozin-NARROW-90","43526465",44,"SU","SU-NARROW-90","1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796","43526465;1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796",201,"DKA (IP)","Per Protocol"
"NARROW",90,104,"Canagliflozin","Canagliflozin-NARROW-90","43526465",84,"Insulinotropic AHAs","Insulinotropic AHAs-NARROW-90","1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796","43526465;1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796",201,"DKA (IP)","Per Protocol"
"NARROW",90,104,"Canagliflozin","Canagliflozin-NARROW-90","43526465",54,"TZDs","TZDs-NARROW-90","1515249;1525215;1547504","43526465;1515249;1525215;1547504",201,"DKA (IP)","Per Protocol"
"NARROW",90,124,"Empagliflozin","Empagliflozin-NARROW-90","45774751",94,"Other AHAs","Other AHAs-NARROW-90","1529331;1502826;1510202;1516766","45774751;1529331;1502826;1510202;1516766",201,"DKA (IP)","Per Protocol"
"NARROW",90,124,"Empagliflozin","Empagliflozin-NARROW-90","45774751",24,"DPP-4i","DPP-4i-NARROW-90","1580747;19122137;40239216;43013884;40166035","45774751;1580747;19122137;40239216;43013884;40166035",201,"DKA (IP)","Per Protocol"
"NARROW",90,124,"Empagliflozin","Empagliflozin-NARROW-90","45774751",64,"Insulin","Insulin-NARROW-90","1502905;1516976;35602717;1550023;1567198;1544838;1596977","45774751;1502905;1516976;35602717;1550023;1567198;1544838;1596977",201,"DKA (IP)","Per Protocol"
"NARROW",90,124,"Empagliflozin","Empagliflozin-NARROW-90","45774751",34,"GLP-1a","GLP-1a-NARROW-90","1583722;45774435;44506754;40170911;44816332","45774751;1583722;45774435;44506754;40170911;44816332",201,"DKA (IP)","Per Protocol"
"NARROW",90,124,"Empagliflozin","Empagliflozin-NARROW-90","45774751",74,"Metformin","Metformin-NARROW-90","1503297","45774751;1503297",201,"DKA (IP)","Per Protocol"
"NARROW",90,124,"Empagliflozin","Empagliflozin-NARROW-90","45774751",44,"SU","SU-NARROW-90","1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796","45774751;1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796",201,"DKA (IP)","Per Protocol"
"NARROW",90,124,"Empagliflozin","Empagliflozin-NARROW-90","45774751",84,"Insulinotropic AHAs","Insulinotropic AHAs-NARROW-90","1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796","45774751;1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796",201,"DKA (IP)","Per Protocol"
"NARROW",90,124,"Empagliflozin","Empagliflozin-NARROW-90","45774751",54,"TZDs","TZDs-NARROW-90","1515249;1525215;1547504","45774751;1515249;1525215;1547504",201,"DKA (IP)","Per Protocol"
"NARROW",90,14,"SGLT2i","SGLT2i-NARROW-90","45774751;44785829;43526465",24,"DPP-4i","DPP-4i-NARROW-90","1580747;19122137;40239216;43013884;40166035","45774751;44785829;43526465;1580747;19122137;40239216;43013884;40166035",201,"DKA (IP)","Per Protocol"
"NARROW",90,14,"SGLT2i","SGLT2i-NARROW-90","45774751;44785829;43526465",64,"Insulin","Insulin-NARROW-90","1502905;1516976;35602717;1550023;1567198;1544838;1596977","45774751;44785829;43526465;1502905;1516976;35602717;1550023;1567198;1544838;1596977",201,"DKA (IP)","Per Protocol"
"NARROW",90,14,"SGLT2i","SGLT2i-NARROW-90","45774751;44785829;43526465",34,"GLP-1a","GLP-1a-NARROW-90","1583722;45774435;44506754;40170911;44816332","45774751;44785829;43526465;1583722;45774435;44506754;40170911;44816332",201,"DKA (IP)","Per Protocol"
"NARROW",90,14,"SGLT2i","SGLT2i-NARROW-90","45774751;44785829;43526465",74,"Metformin","Metformin-NARROW-90","1503297","45774751;44785829;43526465;1503297",201,"DKA (IP)","Per Protocol"
"NARROW",90,14,"SGLT2i","SGLT2i-NARROW-90","45774751;44785829;43526465",44,"SU","SU-NARROW-90","1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796","45774751;44785829;43526465;1502809;1502855;1530014;1559684;1560171;1594973;1597756;19033498;19001409;19001441;19097821;19059796",201,"DKA (IP)","Per Protocol"
"NARROW",90,14,"SGLT2i","SGLT2i-NARROW-90","45774751;44785829;43526465",84,"Insulinotropic AHAs","Insulinotropic AHAs-NARROW-90","1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796","45774751;44785829;43526465;1502809;1502826;1502855;1516766;19033498;1580747;1583722;44506754;43013884;40239216;40166035;1594973;1597756;1530014;1559684;1560171;19001409;19001441;19097821;44816332;19122137;45774435;40170911;19059796",201,"DKA (IP)","Per Protocol"
"NARROW",90,14,"SGLT2i","SGLT2i-NARROW-90","45774751;44785829;43526465",54,"TZDs","TZDs-NARROW-90","1515249;1525215;1547504","45774751;44785829;43526465;1515249;1525215;1547504",201,"DKA (IP)","Per Protocol"
